date,county,state,fips,cases,deaths,new cases,new deaths
2020-04-23,Wicomico,Maryland,24045.0,203,3,20,1
2020-04-24,Wicomico,Maryland,24045.0,222,3,19,0
2020-04-25,Wicomico,Maryland,24045.0,242,4,20,1
2020-04-26,Wicomico,Maryland,24045.0,270,4,28,0
2020-04-27,Wicomico,Maryland,24045.0,336,5,66,1
2020-04-28,Wicomico,Maryland,24045.0,340,5,4,0
2020-04-29,Wicomico,Maryland,24045.0,350,7,10,2
2020-04-30,Wicomico,Maryland,24045.0,406,7,56,0
2020-05-01,Wicomico,Maryland,24045.0,425,7,19,0
2020-05-02,Wicomico,Maryland,24045.0,452,10,27,3
2020-05-03,Wicomico,Maryland,24045.0,473,10,21,0
2020-05-04,Wicomico,Maryland,24045.0,480,10,7,0
2020-05-05,Wicomico,Maryland,24045.0,500,11,20,1
2020-05-06,Wicomico,Maryland,24045.0,517,11,17,0
2020-05-07,Wicomico,Maryland,24045.0,541,13,24,2
2020-05-08,Wicomico,Maryland,24045.0,553,15,12,2
2020-05-09,Wicomico,Maryland,24045.0,558,15,5,0
2020-05-10,Wicomico,Maryland,24045.0,571,15,13,0
2020-05-11,Wicomico,Maryland,24045.0,690,16,119,1
2020-05-12,Wicomico,Maryland,24045.0,694,16,4,0
2020-05-13,Wicomico,Maryland,24045.0,738,17,44,1
2020-05-14,Wicomico,Maryland,24045.0,754,17,16,0
2020-05-15,Wicomico,Maryland,24045.0,777,19,23,2
2020-05-16,Wicomico,Maryland,24045.0,801,20,24,1
2020-05-17,Wicomico,Maryland,24045.0,818,21,17,1
2020-05-18,Wicomico,Maryland,24045.0,837,21,19,0
2020-05-19,Wicomico,Maryland,24045.0,839,21,2,0
2020-05-20,Wicomico,Maryland,24045.0,848,21,9,0
2020-05-21,Wicomico,Maryland,24045.0,844,22,-4,1
2020-05-22,Wicomico,Maryland,24045.0,854,22,10,0
2020-05-23,Wicomico,Maryland,24045.0,859,22,5,0
2020-05-24,Wicomico,Maryland,24045.0,867,22,8,0
2020-05-25,Wicomico,Maryland,24045.0,892,22,25,0
2020-05-26,Wicomico,Maryland,24045.0,908,22,16,0
2020-05-27,Wicomico,Maryland,24045.0,910,25,2,3
2020-05-28,Wicomico,Maryland,24045.0,919,27,9,2
2020-05-29,Wicomico,Maryland,24045.0,931,30,12,3
2020-05-30,Wicomico,Maryland,24045.0,943,30,12,0
2020-05-31,Wicomico,Maryland,24045.0,953,30,10,0
2020-06-01,Wicomico,Maryland,24045.0,955,30,2,0
2020-06-02,Wicomico,Maryland,24045.0,955,30,0,0
2020-06-03,Wicomico,Maryland,24045.0,959,30,4,0
2020-06-04,Wicomico,Maryland,24045.0,959,32,0,2
2020-06-05,Wicomico,Maryland,24045.0,967,32,8,0
2020-06-06,Wicomico,Maryland,24045.0,975,32,8,0
2020-06-07,Wicomico,Maryland,24045.0,977,32,2,0
2020-06-08,Wicomico,Maryland,24045.0,984,32,7,0
2020-06-09,Wicomico,Maryland,24045.0,990,33,6,1
2020-06-10,Wicomico,Maryland,24045.0,992,33,2,0
2020-06-11,Wicomico,Maryland,24045.0,998,33,6,0
2020-06-12,Wicomico,Maryland,24045.0,1004,34,6,1
2020-06-13,Wicomico,Maryland,24045.0,1010,35,6,1
2020-06-14,Wicomico,Maryland,24045.0,1020,35,10,0
2020-06-15,Wicomico,Maryland,24045.0,1027,35,7,0
2020-06-16,Wicomico,Maryland,24045.0,1031,35,4,0
2020-06-17,Wicomico,Maryland,24045.0,1035,36,4,1
2020-06-18,Wicomico,Maryland,24045.0,1036,37,1,1
2020-06-19,Wicomico,Maryland,24045.0,1036,37,0,0
2020-06-20,Wicomico,Maryland,24045.0,1039,37,3,0
2020-06-21,Wicomico,Maryland,24045.0,1043,37,4,0
2020-06-22,Wicomico,Maryland,24045.0,1046,37,3,0
2020-06-23,Wicomico,Maryland,24045.0,1051,38,5,1
2020-06-24,Wicomico,Maryland,24045.0,1053,39,2,1
2020-06-25,Wicomico,Maryland,24045.0,1055,40,2,1
2020-06-26,Wicomico,Maryland,24045.0,1059,40,4,0
2020-06-27,Wicomico,Maryland,24045.0,1058,40,-1,0
2020-06-28,Wicomico,Maryland,24045.0,1060,40,2,0
2020-06-29,Wicomico,Maryland,24045.0,1062,41,2,1
2020-06-30,Wicomico,Maryland,24045.0,1067,41,5,0
2020-07-01,Wicomico,Maryland,24045.0,1070,41,3,0
2020-07-02,Wicomico,Maryland,24045.0,1074,40,4,-1
2020-07-03,Wicomico,Maryland,24045.0,1085,40,11,0
2020-07-04,Wicomico,Maryland,24045.0,1087,41,2,1
2020-07-05,Wicomico,Maryland,24045.0,1088,41,1,0
2020-07-06,Wicomico,Maryland,24045.0,1091,41,3,0
2020-07-07,Wicomico,Maryland,24045.0,1095,41,4,0
2020-07-08,Wicomico,Maryland,24045.0,1102,41,7,0
2020-07-09,Wicomico,Maryland,24045.0,1109,41,7,0
2020-03-20,Worcester,Maryland,24047.0,1,0,1,0
2020-03-21,Worcester,Maryland,24047.0,1,0,0,0
2020-03-22,Worcester,Maryland,24047.0,2,0,1,0
2020-03-23,Worcester,Maryland,24047.0,2,0,0,0
2020-03-24,Worcester,Maryland,24047.0,2,0,0,0
2020-03-25,Worcester,Maryland,24047.0,2,0,0,0
2020-03-26,Worcester,Maryland,24047.0,2,0,0,0
2020-03-27,Worcester,Maryland,24047.0,2,0,0,0
2020-03-28,Worcester,Maryland,24047.0,2,0,0,0
2020-03-29,Worcester,Maryland,24047.0,2,0,0,0
2020-03-30,Worcester,Maryland,24047.0,3,0,1,0
2020-03-31,Worcester,Maryland,24047.0,3,0,0,0
2020-04-01,Worcester,Maryland,24047.0,4,0,1,0
2020-04-02,Worcester,Maryland,24047.0,5,0,1,0
2020-04-03,Worcester,Maryland,24047.0,5,0,0,0
2020-04-04,Worcester,Maryland,24047.0,7,0,2,0
2020-04-05,Worcester,Maryland,24047.0,9,0,2,0
2020-04-06,Worcester,Maryland,24047.0,10,0,1,0
2020-04-07,Worcester,Maryland,24047.0,10,0,0,0
2020-04-08,Worcester,Maryland,24047.0,10,0,0,0
2020-04-09,Worcester,Maryland,24047.0,16,0,6,0
2020-04-10,Worcester,Maryland,24047.0,16,0,0,0
2020-04-11,Worcester,Maryland,24047.0,19,0,3,0
2020-04-12,Worcester,Maryland,24047.0,20,0,1,0
2020-04-13,Worcester,Maryland,24047.0,21,0,1,0
2020-04-14,Worcester,Maryland,24047.0,21,0,0,0
2020-04-15,Worcester,Maryland,24047.0,22,0,1,0
2020-04-16,Worcester,Maryland,24047.0,25,0,3,0
2020-04-17,Worcester,Maryland,24047.0,28,0,3,0
2020-04-18,Worcester,Maryland,24047.0,31,0,3,0
2020-04-19,Worcester,Maryland,24047.0,33,0,2,0
2020-04-20,Worcester,Maryland,24047.0,34,0,1,0
2020-04-21,Worcester,Maryland,24047.0,33,0,-1,0
2020-04-22,Worcester,Maryland,24047.0,34,0,1,0
2020-04-23,Worcester,Maryland,24047.0,39,0,5,0
2020-04-24,Worcester,Maryland,24047.0,44,0,5,0
2020-04-25,Worcester,Maryland,24047.0,46,0,2,0
2020-04-26,Worcester,Maryland,24047.0,48,0,2,0
2020-04-27,Worcester,Maryland,24047.0,53,0,5,0
2020-04-28,Worcester,Maryland,24047.0,54,1,1,1
2020-04-29,Worcester,Maryland,24047.0,55,2,1,1
2020-04-30,Worcester,Maryland,24047.0,61,2,6,0
2020-05-01,Worcester,Maryland,24047.0,66,3,5,1
2020-05-02,Worcester,Maryland,24047.0,73,3,7,0
2020-05-03,Worcester,Maryland,24047.0,76,3,3,0
2020-05-04,Worcester,Maryland,24047.0,81,3,5,0
2020-05-05,Worcester,Maryland,24047.0,82,3,1,0
2020-05-06,Worcester,Maryland,24047.0,87,3,5,0
2020-05-07,Worcester,Maryland,24047.0,97,3,10,0
2020-05-08,Worcester,Maryland,24047.0,99,3,2,0
2020-05-09,Worcester,Maryland,24047.0,103,4,4,1
2020-05-10,Worcester,Maryland,24047.0,107,4,4,0
2020-05-11,Worcester,Maryland,24047.0,114,4,7,0
2020-05-12,Worcester,Maryland,24047.0,115,4,1,0
2020-05-13,Worcester,Maryland,24047.0,126,4,11,0
2020-05-14,Worcester,Maryland,24047.0,128,5,2,1
2020-05-15,Worcester,Maryland,24047.0,132,5,4,0
2020-05-16,Worcester,Maryland,24047.0,137,5,5,0
2020-05-17,Worcester,Maryland,24047.0,138,6,1,1
2020-05-18,Worcester,Maryland,24047.0,165,6,27,0
2020-05-19,Worcester,Maryland,24047.0,165,6,0,0
2020-05-20,Worcester,Maryland,24047.0,170,8,5,2
2020-05-21,Worcester,Maryland,24047.0,182,8,12,0
2020-05-22,Worcester,Maryland,24047.0,181,8,-1,0
2020-05-23,Worcester,Maryland,24047.0,181,8,0,0
2020-05-24,Worcester,Maryland,24047.0,184,10,3,2
2020-05-25,Worcester,Maryland,24047.0,186,11,2,1
2020-05-26,Worcester,Maryland,24047.0,195,11,9,0
2020-05-27,Worcester,Maryland,24047.0,194,11,-1,0
2020-05-28,Worcester,Maryland,24047.0,199,11,5,0
2020-05-29,Worcester,Maryland,24047.0,207,13,8,2
2020-05-30,Worcester,Maryland,24047.0,211,13,4,0
2020-05-31,Worcester,Maryland,24047.0,215,13,4,0
2020-06-01,Worcester,Maryland,24047.0,216,13,1,0
2020-06-02,Worcester,Maryland,24047.0,218,13,2,0
2020-06-03,Worcester,Maryland,24047.0,220,13,2,0
2020-06-04,Worcester,Maryland,24047.0,224,14,4,1
2020-06-05,Worcester,Maryland,24047.0,231,14,7,0
2020-06-06,Worcester,Maryland,24047.0,233,16,2,2
2020-06-07,Worcester,Maryland,24047.0,236,16,3,0
2020-06-08,Worcester,Maryland,24047.0,240,16,4,0
2020-06-09,Worcester,Maryland,24047.0,242,15,2,-1
2020-06-10,Worcester,Maryland,24047.0,243,15,1,0
2020-06-11,Worcester,Maryland,24047.0,244,16,1,1
2020-06-12,Worcester,Maryland,24047.0,247,16,3,0
2020-06-13,Worcester,Maryland,24047.0,254,16,7,0
2020-06-14,Worcester,Maryland,24047.0,257,17,3,1
2020-06-15,Worcester,Maryland,24047.0,259,17,2,0
2020-06-16,Worcester,Maryland,24047.0,259,17,0,0
2020-06-17,Worcester,Maryland,24047.0,266,17,7,0
2020-06-18,Worcester,Maryland,24047.0,268,17,2,0
2020-06-19,Worcester,Maryland,24047.0,268,17,0,0
2020-06-20,Worcester,Maryland,24047.0,271,17,3,0
2020-06-21,Worcester,Maryland,24047.0,272,17,1,0
2020-06-22,Worcester,Maryland,24047.0,275,17,3,0
2020-06-23,Worcester,Maryland,24047.0,278,17,3,0
2020-06-24,Worcester,Maryland,24047.0,279,16,1,-1
2020-06-25,Worcester,Maryland,24047.0,279,16,0,0
2020-06-26,Worcester,Maryland,24047.0,283,16,4,0
2020-06-27,Worcester,Maryland,24047.0,283,16,0,0
2020-06-28,Worcester,Maryland,24047.0,283,16,0,0
2020-06-29,Worcester,Maryland,24047.0,287,16,4,0
2020-06-30,Worcester,Maryland,24047.0,287,16,0,0
2020-07-01,Worcester,Maryland,24047.0,290,17,3,1
2020-07-02,Worcester,Maryland,24047.0,290,17,0,0
2020-07-03,Worcester,Maryland,24047.0,292,17,2,0
2020-07-04,Worcester,Maryland,24047.0,293,17,1,0
2020-07-05,Worcester,Maryland,24047.0,297,17,4,0
2020-07-06,Worcester,Maryland,24047.0,298,17,1,0
2020-07-07,Worcester,Maryland,24047.0,302,17,4,0
2020-07-08,Worcester,Maryland,24047.0,307,17,5,0
2020-07-09,Worcester,Maryland,24047.0,310,17,3,0
2020-03-15,Baltimore city,Maryland,24510.0,1,0,1,0
2020-03-16,Baltimore city,Maryland,24510.0,1,0,0,0
2020-03-17,Baltimore city,Maryland,24510.0,3,0,2,0
2020-03-18,Baltimore city,Maryland,24510.0,7,0,4,0
2020-03-19,Baltimore city,Maryland,24510.0,7,0,0,0
2020-03-20,Baltimore city,Maryland,24510.0,11,0,4,0
2020-03-21,Baltimore city,Maryland,24510.0,15,0,4,0
2020-03-22,Baltimore city,Maryland,24510.0,24,0,9,0
2020-03-23,Baltimore city,Maryland,24510.0,31,0,7,0
2020-03-24,Baltimore city,Maryland,24510.0,41,0,10,0
2020-03-25,Baltimore city,Maryland,24510.0,53,0,12,0
2020-03-26,Baltimore city,Maryland,24510.0,72,0,19,0
2020-03-27,Baltimore city,Maryland,24510.0,103,0,31,0
2020-03-28,Baltimore city,Maryland,24510.0,112,2,9,2
2020-03-29,Baltimore city,Maryland,24510.0,129,2,17,0
2020-03-30,Baltimore city,Maryland,24510.0,152,2,23,0
2020-03-31,Baltimore city,Maryland,24510.0,187,2,35,0
2020-04-01,Baltimore city,Maryland,24510.0,187,2,0,0
2020-04-02,Baltimore city,Maryland,24510.0,265,2,78,0
2020-04-03,Baltimore city,Maryland,24510.0,313,4,48,2
2020-04-04,Baltimore city,Maryland,24510.0,343,6,30,2
2020-04-05,Baltimore city,Maryland,24510.0,394,7,51,1
2020-04-06,Baltimore city,Maryland,24510.0,435,8,41,1
2020-04-07,Baltimore city,Maryland,24510.0,459,9,24,1
2020-04-08,Baltimore city,Maryland,24510.0,571,10,112,1
2020-04-09,Baltimore city,Maryland,24510.0,638,13,67,3
2020-04-10,Baltimore city,Maryland,24510.0,689,17,51,4
2020-04-11,Baltimore city,Maryland,24510.0,756,22,67,5
2020-04-12,Baltimore city,Maryland,24510.0,812,24,56,2
2020-04-13,Baltimore city,Maryland,24510.0,873,26,61,2
2020-04-14,Baltimore city,Maryland,24510.0,962,29,89,3
2020-04-15,Baltimore city,Maryland,24510.0,1062,27,100,-2
2020-04-16,Baltimore city,Maryland,24510.0,1164,35,102,8
2020-04-17,Baltimore city,Maryland,24510.0,1277,42,113,7
2020-04-18,Baltimore city,Maryland,24510.0,1381,43,104,1
2020-04-19,Baltimore city,Maryland,24510.0,1397,51,16,8
2020-04-20,Baltimore city,Maryland,24510.0,1516,54,119,3
2020-04-21,Baltimore city,Maryland,24510.0,1547,59,31,5
2020-04-22,Baltimore city,Maryland,24510.0,1608,64,61,5
2020-04-23,Baltimore city,Maryland,24510.0,1678,66,70,2
2020-04-24,Baltimore city,Maryland,24510.0,1734,71,56,5
2020-04-25,Baltimore city,Maryland,24510.0,1797,78,63,7
2020-04-26,Baltimore city,Maryland,24510.0,1872,79,75,1
2020-04-27,Baltimore city,Maryland,24510.0,1939,88,67,9
2020-04-28,Baltimore city,Maryland,24510.0,1984,90,45,2
2020-04-29,Baltimore city,Maryland,24510.0,2021,101,37,11
2020-04-30,Baltimore city,Maryland,24510.0,2076,112,55,11
2020-05-01,Baltimore city,Maryland,24510.0,2171,115,95,3
2020-05-02,Baltimore city,Maryland,24510.0,2246,126,75,11
2020-05-03,Baltimore city,Maryland,24510.0,2328,129,82,3
2020-05-04,Baltimore city,Maryland,24510.0,2420,129,92,0
2020-05-05,Baltimore city,Maryland,24510.0,2618,133,198,4
2020-05-06,Baltimore city,Maryland,24510.0,2761,140,143,7
2020-05-07,Baltimore city,Maryland,24510.0,2865,149,104,9
2020-05-08,Baltimore city,Maryland,24510.0,2950,155,85,6
2020-05-09,Baltimore city,Maryland,24510.0,3217,163,267,8
2020-05-10,Baltimore city,Maryland,24510.0,3326,169,109,6
2020-05-11,Baltimore city,Maryland,24510.0,3362,171,36,2
2020-05-12,Baltimore city,Maryland,24510.0,3413,178,51,7
2020-05-13,Baltimore city,Maryland,24510.0,3485,186,72,8
2020-05-14,Baltimore city,Maryland,24510.0,3514,192,29,6
2020-05-15,Baltimore city,Maryland,24510.0,3615,192,101,0
2020-05-16,Baltimore city,Maryland,24510.0,3727,200,112,8
2020-05-17,Baltimore city,Maryland,24510.0,3806,203,79,3
2020-05-18,Baltimore city,Maryland,24510.0,3838,208,32,5
2020-05-19,Baltimore city,Maryland,24510.0,4010,210,172,2
2020-05-20,Baltimore city,Maryland,24510.0,4159,215,149,5
2020-05-21,Baltimore city,Maryland,24510.0,4347,218,188,3
2020-05-22,Baltimore city,Maryland,24510.0,4499,220,152,2
2020-05-23,Baltimore city,Maryland,24510.0,4682,229,183,9
2020-05-24,Baltimore city,Maryland,24510.0,4791,231,109,2
2020-05-25,Baltimore city,Maryland,24510.0,4897,234,106,3
2020-05-26,Baltimore city,Maryland,24510.0,5006,236,109,2
2020-05-27,Baltimore city,Maryland,24510.0,5062,236,56,0
2020-05-28,Baltimore city,Maryland,24510.0,5211,240,149,4
2020-05-29,Baltimore city,Maryland,24510.0,5434,248,223,8
2020-05-30,Baltimore city,Maryland,24510.0,5572,254,138,6
2020-05-31,Baltimore city,Maryland,24510.0,5672,258,100,4
2020-06-01,Baltimore city,Maryland,24510.0,5612,261,-60,3
2020-06-02,Baltimore city,Maryland,24510.0,5696,263,84,2
2020-06-03,Baltimore city,Maryland,24510.0,5809,266,113,3
2020-06-04,Baltimore city,Maryland,24510.0,5914,269,105,3
2020-06-05,Baltimore city,Maryland,24510.0,6046,272,132,3
2020-06-06,Baltimore city,Maryland,24510.0,6149,276,103,4
2020-06-07,Baltimore city,Maryland,24510.0,6237,281,88,5
2020-06-08,Baltimore city,Maryland,24510.0,6304,282,67,1
2020-06-09,Baltimore city,Maryland,24510.0,6363,287,59,5
2020-06-10,Baltimore city,Maryland,24510.0,6436,289,73,2
2020-06-11,Baltimore city,Maryland,24510.0,6517,292,81,3
2020-06-12,Baltimore city,Maryland,24510.0,6567,294,50,2
2020-06-13,Baltimore city,Maryland,24510.0,6641,297,74,3
2020-06-14,Baltimore city,Maryland,24510.0,6698,301,57,4
2020-06-15,Baltimore city,Maryland,24510.0,6755,301,57,0
2020-06-16,Baltimore city,Maryland,24510.0,6790,304,35,3
2020-06-17,Baltimore city,Maryland,24510.0,6874,307,84,3
2020-06-18,Baltimore city,Maryland,24510.0,6914,309,40,2
2020-06-19,Baltimore city,Maryland,24510.0,6947,310,33,1
2020-06-20,Baltimore city,Maryland,24510.0,7002,313,55,3
2020-06-21,Baltimore city,Maryland,24510.0,7062,313,60,0
2020-06-22,Baltimore city,Maryland,24510.0,7104,316,42,3
2020-06-23,Baltimore city,Maryland,24510.0,7157,319,53,3
2020-06-24,Baltimore city,Maryland,24510.0,7219,325,62,6
2020-06-25,Baltimore city,Maryland,24510.0,7267,327,48,2
2020-06-26,Baltimore city,Maryland,24510.0,7308,330,41,3
2020-06-27,Baltimore city,Maryland,24510.0,7372,333,64,3
2020-06-28,Baltimore city,Maryland,24510.0,7425,335,53,2
2020-06-29,Baltimore city,Maryland,24510.0,7507,335,82,0
2020-06-30,Baltimore city,Maryland,24510.0,7556,337,49,2
2020-07-01,Baltimore city,Maryland,24510.0,7615,338,59,1
2020-07-02,Baltimore city,Maryland,24510.0,7711,340,96,2
2020-07-03,Baltimore city,Maryland,24510.0,7799,342,88,2
2020-07-04,Baltimore city,Maryland,24510.0,7867,344,68,2
2020-07-05,Baltimore city,Maryland,24510.0,7907,344,40,0
2020-07-06,Baltimore city,Maryland,24510.0,7970,349,63,5
2020-07-07,Baltimore city,Maryland,24510.0,8011,352,41,3
2020-07-08,Baltimore city,Maryland,24510.0,8082,355,71,3
2020-07-09,Baltimore city,Maryland,24510.0,8167,358,85,3
2020-03-20,Accomack,Virginia,51001.0,1,0,1,0
2020-03-21,Accomack,Virginia,51001.0,1,0,0,0
2020-03-22,Accomack,Virginia,51001.0,1,0,0,0
2020-03-23,Accomack,Virginia,51001.0,1,0,0,0
2020-03-24,Accomack,Virginia,51001.0,1,0,0,0
2020-03-25,Accomack,Virginia,51001.0,1,0,0,0
2020-03-26,Accomack,Virginia,51001.0,2,0,1,0
2020-03-27,Accomack,Virginia,51001.0,2,0,0,0
2020-03-28,Accomack,Virginia,51001.0,2,0,0,0
2020-03-29,Accomack,Virginia,51001.0,3,0,1,0
2020-03-30,Accomack,Virginia,51001.0,6,0,3,0
2020-03-31,Accomack,Virginia,51001.0,7,0,1,0
2020-04-01,Accomack,Virginia,51001.0,7,0,0,0
2020-04-02,Accomack,Virginia,51001.0,10,0,3,0
2020-04-03,Accomack,Virginia,51001.0,8,0,-2,0
2020-04-04,Accomack,Virginia,51001.0,8,0,0,0
2020-04-05,Accomack,Virginia,51001.0,11,0,3,0
2020-04-06,Accomack,Virginia,51001.0,11,0,0,0
2020-04-07,Accomack,Virginia,51001.0,11,0,0,0
2020-04-08,Accomack,Virginia,51001.0,11,0,0,0
2020-04-09,Accomack,Virginia,51001.0,11,0,0,0
2020-04-10,Accomack,Virginia,51001.0,12,0,1,0
2020-04-11,Accomack,Virginia,51001.0,15,0,3,0
2020-04-12,Accomack,Virginia,51001.0,15,0,0,0
2020-04-13,Accomack,Virginia,51001.0,15,0,0,0
2020-04-14,Accomack,Virginia,51001.0,15,0,0,0
2020-04-15,Accomack,Virginia,51001.0,15,0,0,0
2020-04-16,Accomack,Virginia,51001.0,19,0,4,0
2020-04-17,Accomack,Virginia,51001.0,28,0,9,0
2020-04-18,Accomack,Virginia,51001.0,33,0,5,0
2020-04-19,Accomack,Virginia,51001.0,42,0,9,0
2020-04-20,Accomack,Virginia,51001.0,52,0,10,0
2020-04-21,Accomack,Virginia,51001.0,52,1,0,1
2020-04-22,Accomack,Virginia,51001.0,59,1,7,0
2020-04-23,Accomack,Virginia,51001.0,76,2,17,1
2020-04-24,Accomack,Virginia,51001.0,100,3,24,1
2020-04-25,Accomack,Virginia,51001.0,146,3,46,0
2020-04-26,Accomack,Virginia,51001.0,187,3,41,0
2020-04-27,Accomack,Virginia,51001.0,195,3,8,0
2020-04-28,Accomack,Virginia,51001.0,223,4,28,1
2020-04-29,Accomack,Virginia,51001.0,229,4,6,0
2020-04-30,Accomack,Virginia,51001.0,264,4,35,0
2020-05-01,Accomack,Virginia,51001.0,303,5,39,1
2020-05-02,Accomack,Virginia,51001.0,353,5,50,0
2020-05-03,Accomack,Virginia,51001.0,400,6,47,1
2020-05-04,Accomack,Virginia,51001.0,425,6,25,0
2020-05-05,Accomack,Virginia,51001.0,429,7,4,1
2020-05-06,Accomack,Virginia,51001.0,429,7,0,0
2020-05-07,Accomack,Virginia,51001.0,463,7,34,0
2020-05-08,Accomack,Virginia,51001.0,463,7,0,0
2020-05-09,Accomack,Virginia,51001.0,496,7,33,0
2020-05-10,Accomack,Virginia,51001.0,508,7,12,0
2020-05-11,Accomack,Virginia,51001.0,524,7,16,0
2020-05-12,Accomack,Virginia,51001.0,530,7,6,0
2020-05-13,Accomack,Virginia,51001.0,545,7,15,0
2020-05-14,Accomack,Virginia,51001.0,593,8,48,1
2020-05-15,Accomack,Virginia,51001.0,648,9,55,1
2020-05-16,Accomack,Virginia,51001.0,668,9,20,0
2020-05-17,Accomack,Virginia,51001.0,688,9,20,0
2020-05-18,Accomack,Virginia,51001.0,690,9,2,0
2020-05-19,Accomack,Virginia,51001.0,701,9,11,0
2020-05-20,Accomack,Virginia,51001.0,709,11,8,2
2020-05-21,Accomack,Virginia,51001.0,709,11,0,0
2020-05-22,Accomack,Virginia,51001.0,711,11,2,0
2020-05-23,Accomack,Virginia,51001.0,722,11,11,0
2020-05-24,Accomack,Virginia,51001.0,727,11,5,0
2020-05-25,Accomack,Virginia,51001.0,731,11,4,0
2020-05-26,Accomack,Virginia,51001.0,758,11,27,0
2020-05-27,Accomack,Virginia,51001.0,780,12,22,1
2020-05-28,Accomack,Virginia,51001.0,807,12,27,0
2020-05-29,Accomack,Virginia,51001.0,827,12,20,0
2020-05-30,Accomack,Virginia,51001.0,863,12,36,0
2020-05-31,Accomack,Virginia,51001.0,909,12,46,0
2020-06-01,Accomack,Virginia,51001.0,917,12,8,0
2020-06-02,Accomack,Virginia,51001.0,939,12,22,0
2020-06-03,Accomack,Virginia,51001.0,953,12,14,0
2020-06-04,Accomack,Virginia,51001.0,966,12,13,0
2020-06-05,Accomack,Virginia,51001.0,969,12,3,0
2020-06-06,Accomack,Virginia,51001.0,970,13,1,1
2020-06-07,Accomack,Virginia,51001.0,983,13,13,0
2020-06-08,Accomack,Virginia,51001.0,983,13,0,0
2020-06-09,Accomack,Virginia,51001.0,983,13,0,0
2020-06-10,Accomack,Virginia,51001.0,984,13,1,0
2020-06-11,Accomack,Virginia,51001.0,984,13,0,0
2020-06-12,Accomack,Virginia,51001.0,987,13,3,0
2020-06-13,Accomack,Virginia,51001.0,989,14,2,1
2020-06-14,Accomack,Virginia,51001.0,993,14,4,0
2020-06-15,Accomack,Virginia,51001.0,996,14,3,0
2020-06-16,Accomack,Virginia,51001.0,1007,14,11,0
2020-06-17,Accomack,Virginia,51001.0,1018,14,11,0
2020-06-18,Accomack,Virginia,51001.0,1018,14,0,0
2020-06-19,Accomack,Virginia,51001.0,1022,14,4,0
2020-06-20,Accomack,Virginia,51001.0,1024,14,2,0
2020-06-21,Accomack,Virginia,51001.0,1031,14,7,0
2020-06-22,Accomack,Virginia,51001.0,1032,14,1,0
2020-06-23,Accomack,Virginia,51001.0,1033,14,1,0
2020-06-24,Accomack,Virginia,51001.0,1034,14,1,0
2020-06-25,Accomack,Virginia,51001.0,1037,14,3,0
2020-06-26,Accomack,Virginia,51001.0,1037,14,0,0
2020-06-27,Accomack,Virginia,51001.0,1039,14,2,0
2020-06-28,Accomack,Virginia,51001.0,1039,14,0,0
2020-06-29,Accomack,Virginia,51001.0,1039,14,0,0
2020-06-30,Accomack,Virginia,51001.0,1042,14,3,0
2020-07-01,Accomack,Virginia,51001.0,1043,14,1,0
2020-07-02,Accomack,Virginia,51001.0,1042,14,-1,0
2020-07-03,Accomack,Virginia,51001.0,1042,14,0,0
2020-07-04,Accomack,Virginia,51001.0,1043,14,1,0
2020-07-05,Accomack,Virginia,51001.0,1044,14,1,0
2020-07-06,Accomack,Virginia,51001.0,1044,14,0,0
2020-07-07,Accomack,Virginia,51001.0,1042,14,-2,0
2020-07-08,Accomack,Virginia,51001.0,1042,14,0,0
2020-07-09,Accomack,Virginia,51001.0,1042,14,0,0
2020-03-21,Albemarle,Virginia,51003.0,1,0,1,0
2020-03-22,Albemarle,Virginia,51003.0,2,0,1,0
2020-03-23,Albemarle,Virginia,51003.0,2,0,0,0
2020-03-24,Albemarle,Virginia,51003.0,2,0,0,0
2020-03-25,Albemarle,Virginia,51003.0,4,0,2,0
2020-03-26,Albemarle,Virginia,51003.0,8,0,4,0
2020-03-27,Albemarle,Virginia,51003.0,8,0,0,0
2020-03-28,Albemarle,Virginia,51003.0,16,0,8,0
2020-03-29,Albemarle,Virginia,51003.0,17,0,1,0
2020-03-30,Albemarle,Virginia,51003.0,19,0,2,0
2020-03-31,Albemarle,Virginia,51003.0,21,0,2,0
2020-04-01,Albemarle,Virginia,51003.0,21,0,0,0
2020-04-02,Albemarle,Virginia,51003.0,23,0,2,0
2020-04-03,Albemarle,Virginia,51003.0,26,0,3,0
2020-04-04,Albemarle,Virginia,51003.0,27,0,1,0
2020-04-05,Albemarle,Virginia,51003.0,32,0,5,0
2020-04-06,Albemarle,Virginia,51003.0,34,0,2,0
2020-04-07,Albemarle,Virginia,51003.0,38,0,4,0
2020-04-08,Albemarle,Virginia,51003.0,41,0,3,0
2020-04-09,Albemarle,Virginia,51003.0,43,0,2,0
2020-04-10,Albemarle,Virginia,51003.0,43,0,0,0
2020-04-11,Albemarle,Virginia,51003.0,46,0,3,0
2020-04-12,Albemarle,Virginia,51003.0,46,0,0,0
2020-04-13,Albemarle,Virginia,51003.0,49,0,3,0
2020-04-14,Albemarle,Virginia,51003.0,50,0,1,0
2020-04-15,Albemarle,Virginia,51003.0,53,0,3,0
2020-04-16,Albemarle,Virginia,51003.0,54,0,1,0
2020-04-17,Albemarle,Virginia,51003.0,56,0,2,0
2020-04-18,Albemarle,Virginia,51003.0,56,0,0,0
2020-04-19,Albemarle,Virginia,51003.0,57,0,1,0
